City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Dikson,RU,2022-03-13 16:39:19,73.5069,80.5464,-6.14,97,100,16.46
1,Sandy Bay,AU,2022-03-13 16:39:19,-42.913,147.3532,62.49,85,100,9.22
2,Busselton,AU,2022-03-13 16:39:20,-33.65,115.3333,66.18,86,19,6.64
3,Puerto Carreno,CO,2022-03-13 16:39:20,6.189,-67.4859,87.78,58,40,11.5
4,Bredasdorp,ZA,2022-03-13 16:39:21,-34.5322,20.0403,63.72,63,100,10.36
5,Bambous Virieux,MU,2022-03-13 16:39:21,-20.3428,57.7575,77.25,94,40,5.75
6,Arraial Do Cabo,BR,2022-03-13 16:39:22,-22.9661,-42.0278,89.56,62,0,18.41
7,Narsaq,GL,2022-03-13 16:39:22,60.9167,-46.05,12.42,70,100,7.83
8,Amapa,BR,2022-03-13 16:39:22,1.0,-52.0,81.82,82,72,3.4
9,Patos De Minas,BR,2022-03-13 16:37:24,-18.5789,-46.5181,78.42,66,99,5.12
10,East London,ZA,2022-03-13 16:39:23,-33.0153,27.9116,68.94,94,40,3.44
11,Husavik,IS,2022-03-13 16:39:23,66.0449,-17.3389,32.09,77,46,9.51
12,Clyde River,CA,2022-03-13 16:39:24,70.4692,-68.5914,-21.77,76,100,4.61
13,Cape Town,ZA,2022-03-13 16:36:32,-33.9258,18.4232,65.1,62,40,13.8
14,Punta Arenas,CL,2022-03-13 16:39:24,-53.15,-70.9167,50.11,50,40,40.29
15,Cockburn Town,TC,2022-03-13 16:39:25,21.4612,-71.1419,84.16,70,40,11.5
16,Hermanus,ZA,2022-03-13 16:39:25,-34.4187,19.2345,61.81,69,100,15.35
17,Vardo,NO,2022-03-13 16:39:25,70.3705,31.1107,35.58,87,75,10.36
18,Kavaratti,IN,2022-03-13 16:39:26,10.5669,72.642,83.61,72,10,10.25
19,Sao Filipe,CV,2022-03-13 16:39:26,14.8961,-24.4956,74.73,62,0,13.89
20,Itarema,BR,2022-03-13 16:39:26,-2.9248,-39.9167,83.5,68,100,7.31
21,Zhezkazgan,KZ,2022-03-13 16:39:27,47.8043,67.7144,24.22,93,100,8.14
22,Ropczyce,PL,2022-03-13 16:39:27,50.0523,21.6089,39.11,77,6,6.8
23,Ushuaia,AR,2022-03-13 16:39:27,-54.8,-68.3,44.26,76,75,25.32
24,Mahebourg,MU,2022-03-13 16:39:28,-20.4081,57.7,77.29,94,40,5.75
25,Tsabong,BW,2022-03-13 16:39:28,-26.0217,22.401,86.09,31,92,9.64
26,Gulariya,NP,2022-03-13 16:39:28,28.2333,81.3333,70.43,37,0,3.58
27,Radcliff,US,2022-03-13 16:39:29,37.8404,-85.9491,42.06,47,100,20.71
28,Meridian,US,2022-03-13 16:38:00,43.6121,-116.3915,47.53,47,40,14.97
29,Mar Del Plata,AR,2022-03-13 16:39:29,-38.0023,-57.5575,75.22,81,20,14.0
30,Paamiut,GL,2022-03-13 16:39:30,61.994,-49.6678,9.88,69,100,11.9
31,Luau,AO,2022-03-13 16:39:30,-10.7073,22.2247,65.35,91,88,3.96
32,Saint George,US,2022-03-13 16:39:30,37.1041,-113.5841,43.39,42,0,4.61
33,Taltal,CL,2022-03-13 16:39:31,-25.4,-70.4833,70.66,69,9,6.85
34,Ponta Do Sol,PT,2022-03-13 16:39:31,32.6667,-17.1,66.7,89,98,7.56
35,San Rafael,AR,2022-03-13 16:39:31,-34.6177,-68.3301,77.99,32,1,5.44
36,Sinnamary,GF,2022-03-13 16:39:32,5.3833,-52.95,79.25,87,98,10.33
37,Victoria,HK,2022-03-13 16:36:40,22.2855,114.1577,75.18,88,2,8.01
38,Gabu,GW,2022-03-13 16:39:32,12.2833,-14.2167,104.23,13,37,4.85
39,Ouango,CF,2022-03-13 16:39:33,4.3133,22.5552,80.19,56,97,2.8
40,Saint-Philippe,RE,2022-03-13 16:39:33,-21.3585,55.7679,78.39,90,86,15.26
41,Ayagoz,KZ,2022-03-13 16:39:34,47.9714,80.4392,33.67,91,79,15.66
42,San Juan,AR,2022-03-13 16:39:34,-31.5375,-68.5364,83.3,27,2,5.28
43,Fort-Shevchenko,KZ,2022-03-13 16:40:34,44.5086,50.263,32.04,68,98,8.21
44,Okahandja,NA,2022-03-13 16:40:35,-21.9833,16.9167,67.01,86,100,3.24
45,Hithadhoo,MV,2022-03-13 16:40:35,-0.6,73.0833,83.82,68,75,7.56
46,Nanortalik,GL,2022-03-13 16:40:35,60.1432,-45.2371,22.82,68,100,15.75
47,Olinda,BR,2022-03-13 16:40:36,-8.0089,-34.8553,85.73,70,40,8.05
48,Codrington,AU,2022-03-13 16:40:36,-38.2667,141.9667,60.42,95,84,6.82
49,Arlit,NE,2022-03-13 16:40:36,18.7369,7.3853,87.55,5,0,5.73
50,Georgetown,MY,2022-03-13 16:40:37,5.4112,100.3354,80.53,93,40,5.01
51,Moissala,TD,2022-03-13 16:40:37,8.3404,17.7663,93.51,16,22,2.89
52,Kudahuvadhoo,MV,2022-03-13 16:40:37,2.6708,72.8944,83.55,70,8,8.99
53,Jamestown,US,2022-03-13 16:38:11,42.097,-79.2353,25.52,41,75,12.66
54,Ribeira Grande,PT,2022-03-13 16:40:38,38.5167,-28.7,59.4,51,20,16.11
55,Thompson,CA,2022-03-13 16:40:38,55.7435,-97.8558,1.56,85,40,2.3
56,Toamasina,MG,2022-03-13 16:40:39,-18.1667,49.3833,80.6,78,40,6.91
57,Vila Do Maio,CV,2022-03-13 16:40:39,15.1333,-23.2167,79.59,75,0,19.17
58,Port Alfred,ZA,2022-03-13 16:40:39,-33.5906,26.891,69.51,92,99,7.47
59,Toumodi,CI,2022-03-13 16:40:40,6.5613,-5.0158,89.98,48,93,5.01
60,Lebu,CL,2022-03-13 16:40:40,-37.6167,-73.65,65.32,61,3,19.93
61,Talnakh,RU,2022-03-13 16:40:41,69.4865,88.3972,-15.07,92,99,6.82
62,Tazovskiy,RU,2022-03-13 16:40:41,67.4667,78.7,-13.79,100,45,7.34
63,Chuy,UY,2022-03-13 16:40:41,-33.6971,-53.4616,72.54,49,78,8.84
64,Upernavik,GL,2022-03-13 16:40:42,72.7868,-56.1549,-6.86,91,99,1.52
65,Bathsheba,BB,2022-03-13 16:40:42,13.2167,-59.5167,83.01,65,40,23.02
66,Namibe,AO,2022-03-13 16:40:43,-15.1961,12.1522,75.83,73,100,20.71
67,Vila Franca Do Campo,PT,2022-03-13 16:40:43,37.7167,-25.4333,59.41,57,71,18.48
68,Aswan,EG,2022-03-13 16:40:43,24.0934,32.907,72.7,12,0,9.22
69,Dakar,SN,2022-03-13 16:35:59,14.6937,-17.4441,92.28,53,5,11.5
70,Tarsus,TR,2022-03-13 16:40:44,36.9188,34.8784,42.67,66,96,4.16
71,Longyearbyen,SJ,2022-03-13 16:40:44,78.2186,15.6401,21.04,93,0,6.91
72,Ostrovnoy,RU,2022-03-13 16:40:44,68.0531,39.5131,26.94,88,100,6.87
73,Pedernales,DO,2022-03-13 16:40:45,18.0384,-71.744,83.43,65,100,5.14
74,Saldanha,ZA,2022-03-13 16:40:45,-33.0117,17.9442,66.25,69,99,18.23
75,Mordovo,RU,2022-03-13 16:40:46,52.0834,40.77,6.85,99,88,5.39
76,Krasnokamsk,RU,2022-03-13 16:40:46,58.0802,55.7541,19.15,94,100,6.26
77,Qaanaaq,GL,2022-03-13 16:40:46,77.484,-69.3632,-9.76,88,100,7.56
78,Fecamp,FR,2022-03-13 16:40:47,49.7579,0.3746,51.51,77,100,13.76
79,Paita,PE,2022-03-13 16:40:47,-5.0892,-81.1144,82.74,64,53,10.18
80,Richards Bay,ZA,2022-03-13 16:37:24,-28.783,32.0377,78.4,78,0,14.0
81,Dogondoutchi,NE,2022-03-13 16:40:48,13.6393,4.0287,98.62,10,77,9.53
82,Atar,MR,2022-03-13 16:40:48,20.5169,-13.0499,91.27,5,0,9.57
83,Batatais,BR,2022-03-13 16:40:48,-20.8911,-47.585,80.58,78,91,5.39
84,Ilulissat,GL,2022-03-13 16:40:49,69.2167,-51.1,5.02,61,40,0.0
85,Mont-De-Marsan,FR,2022-03-13 16:40:49,44.0,-0.6667,58.82,41,0,3.44
86,Mayor Pablo Lagerenza,PY,2022-03-13 16:40:49,-19.9309,-60.7718,79.79,44,99,5.97
87,Omboue,GA,2022-03-13 16:41:50,-1.5746,9.2618,81.36,75,97,6.06
88,Opuwo,NA,2022-03-13 16:41:50,-18.0607,13.84,69.66,80,100,14.2
89,Vila Velha,BR,2022-03-13 16:41:51,-20.3297,-40.2925,89.55,70,20,14.97
90,Mizdah,LY,2022-03-13 16:41:51,31.4451,12.9801,64.81,24,17,2.39
91,Krasnoselkup,RU,2022-03-13 16:41:51,65.7,82.4667,-4.41,100,86,8.81
92,Birjand,IR,2022-03-13 16:41:52,32.8663,59.2211,68.47,34,100,6.91
93,Camocim,BR,2022-03-13 16:41:52,-2.9022,-40.8411,82.31,77,83,8.1
94,Eyl,SO,2022-03-13 16:41:52,7.9803,49.8164,77.13,76,38,18.43
95,Yar-Sale,RU,2022-03-13 16:41:53,66.8333,70.8333,0.16,100,98,5.99
96,Caravelas,BR,2022-03-13 16:41:53,-17.7125,-39.2481,85.05,61,84,8.3
97,Kutum,SD,2022-03-13 16:41:53,14.2,24.6667,79.92,12,50,9.04
98,Chuchkovo,RU,2022-03-13 16:41:54,54.2693,41.4465,25.38,96,100,11.23
99,Tasiilaq,GL,2022-03-13 16:41:54,65.6145,-37.6368,32.16,86,83,12.95
100,Santa Fe,AR,2022-03-13 16:41:54,-31.6333,-60.7,79.0,41,29,3.0
101,Tiznit,MA,2022-03-13 16:41:55,29.5833,-9.5,60.35,53,12,10.18
102,Jacqueville,CI,2022-03-13 16:41:55,5.2052,-4.4146,81.61,83,93,13.0
103,Lima,PE,2022-03-13 16:41:55,-12.0432,-77.0282,78.39,78,0,10.36
104,Naranjal,EC,2022-03-13 16:41:56,-2.6667,-79.6167,81.52,76,99,3.11
105,Klaksvik,FO,2022-03-13 16:41:56,62.2266,-6.589,45.52,97,100,23.11
106,Sambava,MG,2022-03-13 16:41:56,-14.2667,50.1667,76.78,83,100,10.94
107,Cocobeach,GA,2022-03-13 16:41:57,1.0002,9.5823,82.49,74,87,6.89
108,Igarka,RU,2022-03-13 16:41:57,67.4667,86.5833,-18.96,97,67,6.71
109,Lucapa,AO,2022-03-13 16:41:58,-8.4192,20.7447,66.65,92,98,1.54
110,Varkkallai,IN,2022-03-13 16:41:58,8.7341,76.7067,83.98,73,21,1.68
111,Grindavik,IS,2022-03-13 16:41:58,63.8424,-22.4338,37.35,87,75,18.41
112,Carballo,ES,2022-03-13 16:41:59,43.213,-8.691,49.87,89,100,7.16
113,Chimbote,PE,2022-03-13 16:41:59,-9.0853,-78.5783,78.01,67,96,7.9
114,Dudinka,RU,2022-03-13 16:42:00,69.4058,86.1778,-19.46,99,89,6.49
115,Leeuwarden,NL,2022-03-13 16:42:00,53.2014,5.8086,59.11,55,100,10.36
116,Shar,KZ,2022-03-13 16:42:00,49.5886,81.0453,36.81,81,100,18.32
117,Markala,ML,2022-03-13 16:42:01,13.7021,-6.0659,99.27,7,45,6.46
118,Carnarvon,AU,2022-03-13 16:42:01,-24.8667,113.6333,75.27,78,0,18.41
119,Nuuk,GL,2022-03-13 16:42:01,64.1835,-51.7216,7.41,85,75,21.85
120,Barcelos,PT,2022-03-13 16:42:02,41.5388,-8.6151,57.85,85,100,10.85
121,Aripuana,BR,2022-03-13 16:42:02,-9.1667,-60.6333,83.37,82,92,1.34
122,Narasannapeta,IN,2022-03-13 16:42:03,18.4167,84.05,76.51,64,100,2.66
123,Luba,GQ,2022-03-13 16:42:03,3.4568,8.5547,85.89,81,95,5.82
124,Hammerfest,NO,2022-03-13 16:42:03,70.6634,23.6821,37.85,75,0,4.61
125,Salinas,US,2022-03-13 16:42:04,36.6777,-121.6555,55.83,85,100,5.75
126,Constitucion,CL,2022-03-13 16:42:04,-35.3333,-72.4167,71.8,53,35,6.64
127,Seydi,TM,2022-03-13 16:42:04,39.4816,62.9137,56.14,33,94,10.8
128,Bandarbeyla,SO,2022-03-13 16:42:05,9.4942,50.8122,78.15,76,66,13.29
129,Mahibadhoo,MV,2022-03-13 16:42:05,3.7833,72.9667,83.89,70,16,10.18
130,Taquaritinga Do Norte,BR,2022-03-13 16:42:05,-7.9031,-36.0442,86.38,38,83,12.95
131,Cervo,ES,2022-03-13 16:42:06,43.6702,-7.4101,48.96,71,98,9.44
132,Maceio,BR,2022-03-13 16:39:38,-9.6658,-35.7353,87.24,58,75,12.66
133,Cidreira,BR,2022-03-13 16:42:06,-30.1811,-50.2056,67.62,92,100,11.32
134,Asfi,MA,2022-03-13 16:43:07,32.2994,-9.2372,61.99,82,100,10.25
135,Miraflores,MX,2022-03-13 16:43:07,19.2167,-98.8083,62.02,30,0,3.8
136,Kristiansund,NO,2022-03-13 16:43:07,63.1115,7.732,50.65,40,0,6.91
137,Walvis Bay,NA,2022-03-13 16:43:08,-22.9575,14.5053,77.95,53,99,17.27
138,Beyneu,KZ,2022-03-13 16:43:08,45.3167,55.2,31.68,75,80,10.18
139,Kolpashevo,RU,2022-03-13 16:43:08,58.3131,82.9089,-12.5,100,23,4.38
140,Cavalcante,BR,2022-03-13 16:43:09,-13.7975,-47.4583,83.62,53,95,2.3
141,Sarakhs,IR,2022-03-13 16:43:09,36.5449,61.1577,50.14,81,100,0.0
142,Itapirapua,BR,2022-03-13 16:43:09,-15.8233,-50.6133,84.51,65,85,3.11
143,Oyem,GA,2022-03-13 16:43:10,1.5995,11.5793,74.1,83,75,3.13
144,Pangnirtung,CA,2022-03-13 16:43:10,66.1451,-65.7125,-20.2,69,0,0.0
145,Hargeysa,SO,2022-03-13 16:43:11,9.56,44.065,64.6,81,42,14.97
146,Verkhnetulomskiy,RU,2022-03-13 16:43:11,68.6073,31.7962,32.13,96,99,2.13
147,Rawson,AR,2022-03-13 16:43:11,-43.3002,-65.1023,79.29,21,50,18.86
148,Adamovka,RU,2022-03-13 16:43:12,51.5223,59.9396,-8.88,100,49,2.51
149,Comodoro Rivadavia,AR,2022-03-13 16:43:12,-45.8667,-67.5,75.06,15,0,16.11
150,Marzuq,YE,2022-03-13 16:43:12,14.4,46.4667,65.61,58,28,9.22
151,Neftegorsk,RU,2022-03-13 16:43:13,52.802,51.166,2.44,98,94,6.53
152,Andenes,NO,2022-03-13 16:43:13,69.3143,16.1194,39.18,81,20,9.22
153,Trincomalee,LK,2022-03-13 16:43:13,8.5711,81.2335,81.73,70,100,12.35
154,Pitimbu,BR,2022-03-13 16:43:14,-7.4706,-34.8086,86.59,67,96,9.31
155,Sechura,PE,2022-03-13 16:43:14,-5.5569,-80.8222,85.91,54,59,10.56
156,Kisangani,CD,2022-03-13 16:40:22,0.5167,25.2,77.02,71,99,3.24
157,Bonavista,CA,2022-03-13 16:43:15,48.6499,-53.1147,34.9,77,94,37.45
158,Parabel,RU,2022-03-13 16:43:15,58.6978,81.4825,-12.66,100,62,2.19
159,Mikkeli,FI,2022-03-13 16:43:15,61.6886,27.2723,32.11,69,0,2.3
160,Margate,GB,2022-03-13 16:43:16,51.3813,1.3862,48.87,84,100,4.0
161,Dinar,TR,2022-03-13 16:43:16,38.065,30.1656,28.36,71,25,4.85
162,Adrar,MR,2022-03-13 16:43:16,20.5022,-10.0711,86.68,6,0,6.2
163,Goderich,CA,2022-03-13 16:41:31,43.7501,-81.7165,25.92,86,100,14.97
164,Hare Bay,CA,2022-03-13 16:43:17,48.8499,-54.0148,37.0,66,88,25.41
165,Tamale,GH,2022-03-13 16:43:03,9.4008,-0.8393,100.65,21,100,1.81
166,Necochea,AR,2022-03-13 16:43:18,-38.5473,-58.7368,73.67,52,55,12.01
167,Cachoeira Do Sul,BR,2022-03-13 16:43:18,-30.0392,-52.8939,64.2,83,100,5.75
168,Pictou,CA,2022-03-13 16:43:18,45.6834,-62.7153,22.44,74,100,39.12
169,Aktash,RU,2022-03-13 16:43:19,50.3,87.7333,19.18,92,97,4.59
170,Polunochnoye,RU,2022-03-13 16:43:19,60.8697,60.4153,15.06,94,100,8.37
171,Ampanihy,MG,2022-03-13 16:43:19,-24.7,44.75,81.14,58,90,11.99
172,Kita,ML,2022-03-13 16:43:20,13.0349,-9.4895,101.35,8,40,2.1
173,Luderitz,NA,2022-03-13 16:43:20,-26.6481,15.1594,66.99,76,33,25.48
174,The Valley,AI,2022-03-13 16:42:03,18.217,-63.0578,84.06,65,20,16.11
175,San Cristobal,VE,2022-03-13 16:43:21,7.7669,-72.225,73.58,83,100,2.26
176,Bundibugyo,UG,2022-03-13 16:43:21,0.7414,30.0417,75.45,63,100,5.99
177,Muros,ES,2022-03-13 16:43:21,42.7762,-9.0603,48.83,78,100,9.48
178,Torbay,CA,2022-03-13 16:43:22,47.6666,-52.7314,38.57,85,100,39.12
179,Sept-Iles,CA,2022-03-13 16:40:28,50.2001,-66.3821,19.06,61,75,26.46
180,Nouadhibou,MR,2022-03-13 16:43:22,20.931,-17.0347,69.78,68,0,23.02
181,Kalmunai,LK,2022-03-13 16:44:23,7.4167,81.8167,79.61,74,100,7.81
182,Salalah,OM,2022-03-13 16:44:23,17.0151,54.0924,78.89,73,0,3.44
183,Quatre Cocos,MU,2022-03-13 16:44:24,-20.2078,57.7625,77.11,85,63,13.2
184,Akhnur,IN,2022-03-13 16:44:24,32.8667,74.7333,69.96,52,59,4.92
185,Belmonte,BR,2022-03-13 16:44:24,-15.8631,-38.8828,84.76,62,85,8.41
186,Mollendo,PE,2022-03-13 16:44:25,-17.0231,-72.0147,75.4,73,83,7.87
187,Camapua,BR,2022-03-13 16:44:25,-19.5314,-54.0439,80.65,77,90,5.41
188,Qaqortoq,GL,2022-03-13 16:44:25,60.7167,-46.0333,16.2,68,100,6.31
189,Dondo,MZ,2022-03-13 16:44:26,-19.6094,34.7431,81.91,90,99,4.34
190,Charlestown,AU,2022-03-13 16:44:26,-32.95,151.6667,66.72,95,16,1.28
191,Viedma,AR,2022-03-13 16:40:26,-40.8135,-62.9967,78.98,30,30,19.33
192,San Pedro,PH,2022-03-13 16:44:27,14.35,121.0167,81.63,80,75,8.05
193,Karla,EE,2022-03-13 16:44:27,59.3723,24.9275,40.71,45,0,5.75
194,Kamenka,RU,2022-03-13 16:44:27,51.3223,42.7678,2.86,96,39,5.17
195,Matagami,CA,2022-03-13 16:44:28,49.7502,-77.6328,10.51,52,75,13.8
196,Ramanuj Ganj,IN,2022-03-13 16:44:28,23.8,83.7,68.02,20,0,3.18
197,Castro,BR,2022-03-13 16:44:28,-24.7911,-50.0119,67.08,95,100,3.85
198,Guarda,PT,2022-03-13 16:42:07,40.5373,-7.2658,47.23,66,100,6.96
199,Komatipoort,ZA,2022-03-13 16:44:29,-25.4332,31.9548,80.78,58,1,8.55
200,Camacha,PT,2022-03-13 16:44:29,33.0833,-16.3333,62.02,59,20,12.66
201,Manta,EC,2022-03-13 16:44:30,-0.95,-80.7333,83.98,79,40,5.75
202,Moussoro,TD,2022-03-13 16:44:30,13.6408,16.4901,88.93,10,98,12.73
203,Diu,IN,2022-03-13 16:40:01,20.7141,70.9822,80.33,39,0,10.56
204,Bali Chak,IN,2022-03-13 16:44:30,22.3667,87.55,74.44,31,30,5.46
205,Khapa,IN,2022-03-13 16:44:31,21.4333,78.9667,76.95,14,0,4.47
206,Angoche,MZ,2022-03-13 16:44:31,-16.2325,39.9086,77.81,88,100,8.01
207,Awbari,LY,2022-03-13 16:44:31,26.5921,12.7805,67.08,12,0,9.17
208,Padang,ID,2022-03-13 16:44:32,-0.9492,100.3543,77.52,89,100,3.15
209,Marystown,CA,2022-03-13 16:44:32,47.1666,-55.1483,34.86,100,100,5.99
210,Tiete,BR,2022-03-13 16:44:33,-23.1019,-47.7147,79.74,70,95,3.18
211,Vryburg,ZA,2022-03-13 16:44:33,-26.9566,24.7284,77.43,36,83,9.73
212,Daphne,US,2022-03-13 16:42:47,30.6035,-87.9036,51.96,31,0,5.75
213,Nkowakowa,ZA,2022-03-13 16:44:34,-23.8878,30.2871,77.36,50,51,2.44
214,Carndonagh,IE,2022-03-13 16:44:34,55.25,-7.2667,51.42,83,88,14.63
215,Jacarei,BR,2022-03-13 16:44:34,-23.3053,-45.9658,81.32,61,75,4.61
216,Kyzyl-Suu,KG,2022-03-13 16:44:35,42.3414,78.0056,40.73,92,100,4.21
217,Nantucket,US,2022-03-13 16:44:35,41.2835,-70.0995,34.09,47,0,20.71
218,Akdepe,TM,2022-03-13 16:44:35,42.0551,59.3788,44.69,37,52,7.25
219,Troitsko-Pechorsk,RU,2022-03-13 16:44:36,62.7084,56.1964,20.5,96,100,6.8
220,Uvat,RU,2022-03-13 16:44:36,59.1433,68.8953,4.26,96,100,5.97
221,Benghazi,LY,2022-03-13 16:44:36,32.1167,20.0667,57.2,60,100,14.43
222,Mitsamiouli,KM,2022-03-13 16:44:37,-11.3847,43.2844,84.49,70,75,4.61
223,Coquimbo,CL,2022-03-13 16:41:25,-29.9533,-71.3436,65.93,72,20,12.66
224,Nagua,DO,2022-03-13 16:44:37,19.3832,-69.8474,80.91,78,75,6.91
225,Iqaluit,CA,2022-03-13 16:44:38,63.7506,-68.5145,-18.31,68,20,4.61
226,Hofn,IS,2022-03-13 16:44:38,64.2539,-15.2082,39.22,75,20,9.22
227,Hamilton,US,2022-03-13 16:44:38,39.1834,-84.5333,41.65,48,20,23.02
228,Nizhniy Odes,RU,2022-03-13 16:45:39,63.6445,54.856,16.09,98,100,3.02
229,Jamsa,FI,2022-03-13 16:45:39,61.8642,25.19,38.12,94,100,4.05
230,Iralaya,HN,2022-03-13 16:45:40,15.0,-83.2333,83.05,70,4,11.95
231,Tubuala,PA,2022-03-13 16:45:40,9.5167,-79.0333,79.93,81,46,8.19
232,Dire,ML,2022-03-13 16:45:41,12.2833,-10.9667,103.93,9,65,2.77
233,Parati,BR,2022-03-13 16:45:41,-23.2178,-44.7131,82.69,75,100,2.93
234,Gazanjyk,TM,2022-03-13 16:45:42,39.2446,55.5154,51.42,45,62,9.37
235,Strezhevoy,RU,2022-03-13 16:45:42,60.7333,77.5889,0.81,99,100,4.47
236,Ponta Delgada,PT,2022-03-13 16:45:42,37.7333,-25.6667,59.72,55,40,17.27
237,Lethem,GY,2022-03-13 16:45:43,3.3803,-59.7968,95.5,37,51,8.37
238,Spasskoye,RU,2022-03-13 16:45:43,44.6108,132.7969,23.72,97,89,4.45
239,Coihaique,CL,2022-03-13 16:43:02,-45.5752,-72.0662,57.81,54,75,9.22
240,Korla,CN,2022-03-13 16:45:44,41.7597,86.1469,55.18,31,87,2.57
241,Port Elizabeth,ZA,2022-03-13 16:45:44,-33.918,25.5701,66.49,88,100,13.8
242,Charleston,US,2022-03-13 16:45:45,32.7766,-79.9309,49.08,26,0,5.75
243,Xuddur,SO,2022-03-13 16:45:45,4.1213,43.8894,86.77,25,73,10.2
244,Fort Pierce,US,2022-03-13 16:45:45,27.4467,-80.3256,68.05,66,75,15.01
245,Honningsvag,NO,2022-03-13 16:45:46,70.9821,25.9704,37.15,81,0,10.36
246,Kostyantynivka,UA,2022-03-13 16:45:46,48.5277,37.7069,21.54,86,72,4.68
247,Ogbomosho,NG,2022-03-13 16:45:46,8.133,4.25,95.18,50,68,7.67
248,Cordele,US,2022-03-13 16:45:47,31.9635,-83.7824,46.92,26,0,4.61
249,Presidencia Roque Saenz Pena,AR,2022-03-13 16:45:47,-26.7852,-60.4388,84.74,27,1,7.16
250,Tashtyp,RU,2022-03-13 16:45:47,52.7939,89.8983,7.47,93,100,6.69
251,Kologriv,RU,2022-03-13 16:45:48,58.8275,44.3178,24.51,93,88,6.38
252,Filadelfia,US,2022-03-13 16:43:06,39.9523,-75.1638,33.22,48,40,19.57
253,Grand-Lahou,CI,2022-03-13 16:45:48,5.1367,-5.0242,83.84,74,83,10.58
254,Sao Joao Da Barra,BR,2022-03-13 16:45:49,-21.6403,-41.0511,89.69,76,43,12.28
255,Ambilobe,MG,2022-03-13 16:45:49,-13.2,49.05,74.08,95,100,1.99
256,Lomovka,RU,2022-03-13 16:45:50,53.9194,58.3672,3.58,99,82,0.51
257,Balad,IQ,2022-03-13 16:42:31,34.0164,44.1453,55.29,33,0,8.32
258,Yataity,PY,2022-03-13 16:45:50,-26.3667,-56.0667,83.32,41,1,6.85
259,Novyy Urengoy,RU,2022-03-13 16:45:51,66.0833,76.6333,-8.0,100,90,6.26
260,Thohoyandou,ZA,2022-03-13 16:45:52,-22.9456,30.485,75.29,45,5,3.89
261,Hambantota,LK,2022-03-13 16:45:52,6.1241,81.1185,80.01,76,96,11.3
262,Sal Rei,CV,2022-03-13 16:45:53,16.1833,-22.9167,75.4,64,20,20.71
263,Valdivia,CL,2022-03-13 16:45:24,-39.8142,-73.2459,68.09,21,3,4.65
264,Olavarria,AR,2022-03-13 16:45:54,-36.8927,-60.3225,76.01,52,22,7.78
265,Uige,AO,2022-03-13 16:45:54,-7.6087,15.0613,80.62,69,40,9.22
